"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LIN52",504.431082459498,-0.222343602825376,0.0825879686601994,-3.24891826001866,0.00115844761430876,0.00435619619306758
"ESD",1972.01488749268,0.221398008093781,0.0567186862545982,3.24786707592025,0.00116273575890791,0.00437132456614275
"PTPDC1",528.78092554188,-0.0920237992457417,0.0827482495659742,3.24776381289215,0.00116315779496518,0.00437191465641765
"FASTK",1538.50049465985,0.0631026812479422,0.0718333463085294,-3.24627339886618,0.00116926490607109,0.00439386787328103
"CR2",139.933942793772,0.121288361228797,0.116394953875238,3.24521317080176,0.0011736273117983,0.00440925632197937
"LOC338817",16.0806004614299,-0.052336202380848,0.113244682304771,3.24467250472268,0.00117585771775546,0.00441662977429761
"TECR",849.536601430328,-0.0440248778943396,0.0877135383437506,-3.24381108413612,0.00117941942289789,0.00442899921262634
"ZFAND3",2304.48302293651,0.323556999757274,0.0548041968357769,3.24355317591296,0.00118048773036631,0.00443200185224938
"IMP4",901.071675789364,0.243244113021985,0.0766750830490951,-3.24343021991142,0.00118099735340646,0.00443290608778622
"TFCP2L1",972.983563564495,-0.795525540975135,0.0746363461052612,3.24313739857116,0.00118221184604795,0.00443645505730803
"SRSF3",10721.0863197474,0.306370695796828,0.057371904494811,3.2430063346192,0.00118275581477281,0.00443748672726294
"KLHL4",286.155680398956,-0.488599639235769,0.0977724661501658,-3.2429258330959,0.00118309004348498,0.00443773120018145
"ABCA6",6.12494272420089,-0.0529329317574386,0.089611714530001,-3.24271309399291,0.00118397372034608,0.00443928696573128
"BMP2K",570.182389979944,-0.100799012593181,0.0796076110829299,3.24269639003324,0.00118404313116182,0.00443928696573128
"MGC45800",355.388146144912,0.15964001618127,0.0911122705716636,3.2408905069777,0.00119156942351142,0.0044664896595395
"PTAR1",2198.01042542612,-0.220787981904022,0.0717119699962196,3.24081983367418,0.00119186486201638,0.00446658195165556
"C17orf63",1358.27368599238,0.150470443295324,0.0653883146010815,-3.24060072380037,0.00119278124620891,0.00446900070279954
"DOM3Z",830.505125018273,-0.138202941674731,0.0815464174001813,-3.24023054288969,0.00119433093448281,0.00447379062058255
"SP1",4725.16823283832,0.0360937347285432,0.0548440233694842,3.23960251008251,0.00119696432361489,0.00448263682774304
"GNG10",17.9664848911624,-0.113447000556104,0.116246107046131,-3.23952792567131,0.00119727741779754,0.00448279147598974
"FLJ20021",52.7644731508869,-0.0474176717205799,0.127978749831655,3.23823783222848,0.00120270502342844,0.00450209122819002
"HVCN1",22.9116494828762,-0.203500561872143,0.118987795315904,3.23800301362735,0.00120369538026329,0.00450477601694633
"C17orf102",12.8466569484443,-0.176484396803447,0.106297624639239,3.23737785864831,0.00120633567012465,0.00451363298715196
"NXT2",785.632614614456,0.0115515927363288,0.0730841800197898,-3.23629669803557,0.00121091449189768,0.00452915422811869
"STK40",2177.68509372709,0.369392539396306,0.0609550795568026,-3.23626872471649,0.00121103317443785,0.00452915422811869
"CALM2",6345.90440749395,-0.272871095005908,0.0500103597382614,-3.23251605785388,0.00122705239294504,0.00458802428402689
"RASSF9",64.5816316598035,-0.443839474415303,0.128121541571719,3.23181758968293,0.00123005549946931,0.00459821064205515
"ACO2",1984.65673618092,0.192716557237902,0.0606990161848193,-3.23078930348487,0.00123448903294934,0.0046137384138757
"SLC4A11",181.67123018301,-0.0242257699079982,0.113671648655673,3.23000577011205,0.00123787719776082,0.00462535310889653
"MAP3K15",629.805646942799,0.325826473000088,0.078524419337724,3.22960671887048,0.0012396060787205,0.00463076399917037
"MOCS2",1226.29532315578,-0.0208026873672129,0.0642011195266051,-3.22946538521772,0.00124021893827941,0.00463200429099689
"FBXO28",3228.96553825909,0.10987267207923,0.0629517087345093,-3.22931441939894,0.00124087387446886,0.00463340113461962
"CEP41",732.761185549512,-0.164838525834146,0.0776553057471639,-3.22811439424778,0.00124609132379322,0.00465182983325522
"OSBPL11",1972.53440778727,-0.0709815862632005,0.0631010630351404,-3.22769921142471,0.0012479011602971,0.00465753198388326
"KCNJ11",318.107899832786,-0.109404227173174,0.0946671061346981,3.22671415572197,0.00125220486292885,0.00467253728603746
"SFRP1",881.837398332924,-0.113408732471709,0.0760696473449857,3.22607948645427,0.00125498498435902,0.00468185192197088
"GLDC",287.905695705612,0.647110905569026,0.0991084960057628,3.22564011768139,0.00125691294365032,0.00468798398453749
"THYN1",767.172894850363,-0.194145583719771,0.0772401302589858,-3.22542260371469,0.00125786841113036,0.00469048693302578
"TIMM8A",879.268949924462,0.0878670646149039,0.0723761291232601,3.22386100864413,0.00126474769991455,0.0047150731950024
"KBTBD8",672.738143417955,-0.169491559627673,0.08130490747344,-3.22356166291859,0.00126607036733721,0.00471893752960285
"ATP6V1B1",37.3354302181396,0.0803731847887406,0.125101726403397,3.22305945101812,0.00126829227340328,0.00472615103145961
"GOLGA1",1038.78523897234,0.262275175712783,0.0664298282693163,-3.22215992579187,0.00127228098974236,0.004739943610531
"CCDC126",402.030464308641,-0.295081769009961,0.0906470458060725,3.22194854580064,0.00127321997954065,0.00474237062388528
"CCDC59",1047.26136971953,0.266462261662362,0.067530245317264,3.22182572153376,0.00127376588193256,0.00474333273667051
"OCLN",519.677238176508,-0.3020680134785,0.081695988929922,-3.22134867914987,0.00127588818538637,0.00475016339538995
"CYB561D2",254.735299867977,-0.0395039565661659,0.102554528129138,-3.2210923161796,0.00127703006103779,0.00475334163771072
"POTEF",250.798113259388,0.184470032950473,0.114386854878973,-3.22098323587385,0.00127751620563979,0.00475407824449843
"LAP3",826.643100667671,-0.36515898545255,0.072258224309485,-3.21830185973978,0.00128952030026013,0.00479766711305893
"TSC22D2",1543.02018274972,0.118684549348353,0.0613485872157051,-3.21796511013791,0.00129103521136587,0.00480222005887624
"ZNF223",287.862987676303,0.236451202641943,0.0966719135973041,3.21747775150288,0.00129323056557782,0.00480930140204623
"TRNAU1AP",460.68733041375,0.311429751659389,0.0847840694784045,3.21580103545479,0.00130080984153202,0.00483639691532632
"ZNF696",452.07449115812,-0.158921443083085,0.0859845335811292,-3.21482289384599,0.0013052502570555,0.00485181259626243
"NEURL4",1354.9437044703,0.293100056117051,0.066884893700731,-3.2145087041717,0.00130667953223441,0.00485603098808971
"ALCAM",2916.70980874001,0.229617034246411,0.0754401274237465,3.21211935914767,0.00131759621219779,0.00489549770844292
"NEXN",168.701487009276,0.132598042766444,0.113017986849585,3.21168997711043,0.00131956691448995,0.00490171556772134
"FRG1",770.916080328367,0.0394496721519286,0.0751301029878824,3.21134761286908,0.00132114018630734,0.00490618022573037
"ZNF484",331.887780300613,0.0383893045027638,0.10077052024678,3.21129898997251,0.00132136376418446,0.00490618022573037
"COMMD7",821.136918900781,-0.223588743392156,0.0728947368804859,-3.21055085296076,0.00132480825321298,0.0049178623723254
"SETD2",4505.8102197297,0.0491259613046467,0.0563639613975633,-3.21039552358375,0.00132552444125757,0.0049183069987989
"TAF4",1000.60619813377,0.160883667232082,0.0688924842534054,-3.21044569957459,0.00132529305224811,0.0049183069987989
"CBWD1",564.862097772006,0.0454126698821448,0.0853146990298757,-3.20968956443633,0.00132878396027674,0.00492929236546205
"PPP4R2",1172.84273553678,0.0203005634190081,0.0747737252426697,-3.20931926266455,0.00133049665447098,0.00493453593932761
"ZNF444",1301.76950379356,-0.00432297849147127,0.06871078026338,-3.2091002489424,0.00133151057996345,0.00493718615003083
"PITHD1",1856.54992032506,-0.0394858105253185,0.0648938043283316,3.20885793824513,0.00133263318962993,0.00494023807520036
"TSPO",294.626140468885,-0.0513706405537311,0.108623104734639,3.20854310404511,0.00133409310040318,0.00494453876515724
"COBRA1",1656.15854883005,-0.0010448704323889,0.070150476855196,-3.20829994210398,0.00133522167112159,0.0049476097555175
"TMEM17",105.859827028069,-0.119219319388245,0.12141701446896,-3.2072244704587,0.00134022375445923,0.00496502928623003
"RCAN3",690.980969900693,-0.444973714465115,0.0758544482577195,-3.20589430236159,0.00134643435989203,0.00498691711154262
"METTL6",894.930791320815,0.0179617186173577,0.0693140241027474,-3.20500726893272,0.00135059069728048,0.00500118822861403
"HHIPL2",29.4100581115415,-0.21253552662069,0.12628685944478,-3.20483822049983,0.00135138414233773,0.00500300306612261
"EXOC3",1509.24350464253,0.189189667636866,0.0623766642394576,-3.20404832573016,0.00135509729123742,0.00501562379362182
"ZBTB11",2334.36510443478,0.227524016582982,0.0640601757468441,3.20324358459982,0.00135888990657109,0.00502853292104039
"C17orf81",1327.32006141357,-0.0246369134068152,0.0721376227746368,-3.20315078605077,0.00135932788025674,0.00502902528691665
"LOC100270746",57.0661278685528,-0.0804026483580113,0.127858279082355,3.20277805902645,0.00136108832147239,0.00503440898991793
"C12orf76",282.215171629852,0.291942070140715,0.105099106603462,3.20206811993512,0.00136444728079035,0.00504570156997204
"CALM1",5573.27529879223,0.149461763609484,0.0508518465754786,-3.20187931991134,0.00136534184301865,0.00504787783387283
"COASY",2086.01464300997,0.0868052059602873,0.0690076605841679,3.20174650731473,0.00136597145268667,0.0050490737716632
"GTPBP1",2957.65134509891,-0.0181254096645228,0.0576649080669722,-3.20034847566207,0.00137261520853195,0.00507249442848251
"TRPV4",91.4860405740503,-0.0748209084161777,0.12495184393987,3.19968656266683,0.0013757711500573,0.00508301827461808
"TMEM64",499.778155091389,0.651752625687905,0.0802298683993362,3.19922900241832,0.00137795666668522,0.00508995281156535
"UNK",2038.16162717948,0.0896517920358686,0.0627355273397773,-3.19700478089842,0.00138862624963014,0.00512821601772277
"SIN3A",3559.87776044351,-0.0459420176292419,0.0490690186052831,-3.19649068626206,0.00139110317514351,0.00513621326788491
"NFX1",1653.74424769303,0.167286897728391,0.0599492479720487,-3.19639624949765,0.00139155861740903,0.00513674491426301
"C2orf55",64.5762584719883,0.318235088666097,0.126398003306751,3.19629901229985,0.00139202770906261,0.00513732669625636
"EHMT2",1901.4225509759,0.256313167478985,0.066269185373333,-3.19566513619462,0.00139508922932355,0.00514747352555557
"RPAP3",2129.60134650488,0.112073993859259,0.0628133270798624,-3.19514980130951,0.00139758278894203,0.00515552067502145
"TBL2",1376.83782474674,0.0493722083390086,0.0610477524347047,-3.19437386814639,0.00140134506336584,0.00516824332068265
"CENPBD1",482.605641359017,0.0978026913755808,0.0835543703858372,-3.19332666846876,0.00140643743777216,0.00518574137699022
"ZNF668",274.086525582975,0.0886246245076989,0.101078883343036,-3.19326898865681,0.00140671842118803,0.00518574137699022
"BRSK1",1023.23209443513,-0.289085492412696,0.0794395377782598,3.19250520821608,0.00141044401117771,0.00519831353661541
"PABPN1",566.315787011591,0.246688724568858,0.085957824293556,-3.19240993380313,0.00141090938106393,0.00519886693965314
"C19orf44",357.207676264477,0.012604212015879,0.0941232810504908,-3.19209564215309,0.00141244554925881,0.00520336485233986
"ABCA2",859.231929191648,-0.159085339634082,0.0864839412419345,3.19194720547013,0.00141317160155072,0.00520487700410361
"DIO2",17.5008136126105,-0.156526636047843,0.116480506042557,-3.19179543242583,0.00141391432885108,0.00520644988295174
"SKP1P2",1583.11873499577,-0.0634104994601694,0.0667098861578465,-3.19088610976451,0.0014183717973302,0.00522169777976943
"NUDT14",140.310308461588,-0.362403921602043,0.118122102250244,-3.19053501835434,0.00142009629941116,0.00522687977375325
"PARP12",148.215374964678,0.228391286245548,0.117264871750282,3.19043591310613,0.00142058343747192,0.00522750616560115
"C14orf166",2199.47111353003,-0.0981669276099335,0.0556108341242795,-3.18981480567789,0.0014236399144852,0.00523758490064789
"DYNC1LI1",2162.43722641926,0.0675370642729911,0.0590570051143143,-3.18961409537108,0.00142462890764232,0.00523888619258522
"GOT1",1739.30278727393,0.176839221103923,0.0612316324855431,3.18967097890808,0.00142434855166666,0.00523888619258522
"SRPK2",1638.5610592645,0.15069365624765,0.0602562255113369,3.18914135486941,0.00142696082355937,0.00524629176615351
"FRMPD2",12.7526727038093,0.218004522187065,0.10986118102574,-3.18864314213981,0.00142942219578469,0.00525372602507868
"POU2F2",63.2243480745982,0.262977044610679,0.127790791792426,-3.18860314159623,0.00142961998426927,0.00525372602507868
"ALG12",858.137007674731,0.199648053049468,0.0697481270790564,-3.18839900740522,0.00143062974831843,0.00525626563577989
"ZNF750",7.82972974308911,-0.0627056300958972,0.0944966940423419,3.18487308562144,0.00144817504507717,0.0053195436566721
"GABBR2",100.213867778328,-0.367532930004336,0.121792429876062,-3.18363345918737,0.00145439050753097,0.00534118517940511
"LOC100190940",30.285803961483,-0.180365329682211,0.125994752287839,-3.18355344327458,0.001454792549234,0.00534147228729217
"NOTUM",38.4433405882935,-0.20026167085074,0.126435748709442,3.181772420462,0.00146376789336646,0.00537287901234428
"SNORA63",79.0267292852636,-0.0996379894344281,0.125920858297068,3.18172690048363,0.00146399795558572,0.00537287901234428
"WDR62",1546.72642130044,0.00765333351963971,0.0641664823129794,-3.18054776848547,0.00146996902269819,0.00539359267883454
"SPAG5",3596.04254495517,0.0313388856109095,0.0508004691218129,-3.18039835064238,0.00147072726742396,0.00539517455996962
"RPL39L",298.30083008982,-0.213515338950333,0.0979678461296593,3.17923355094997,0.001476650597688,0.00541569897880101
"ERI2",1208.57271018847,0.360899936592845,0.0661079261192196,3.17791369213855,0.00148338900924518,0.0054392029634239
"PIH1D1",1502.53407611912,0.0729184193659699,0.0660284699425994,3.1772987131176,0.00148653839160126,0.00544953938490321
"RABL5",510.305157367412,-0.11981520868946,0.0820730419883515,-3.17693633189365,0.00148839707350711,0.00545514065185616
"ARHGAP12",812.16139591387,-0.236319377730469,0.0751173757939239,-3.17608985139304,0.00149274708450807,0.00546986839919832
"RAD51C",1955.51932202849,-0.0507182845861691,0.0598467244197523,-3.17601765359986,0.00149311864611709,0.00547001462248094
"ADAMTS18",72.8533756179439,-0.118313068323092,0.127536695058191,3.17555141251829,0.00149552018053106,0.0054775958999553
"CEP170",2316.50361240786,-0.105414395500459,0.0685379891093552,3.17527318656901,0.00149695497353601,0.00548163374301273
"LAMC3",137.994223023668,0.253948348511672,0.115301855525776,3.17407405389349,0.00150315334566563,0.005502156109648
"MFAP3L",371.016365719869,0.0401850929691439,0.095079405512104,3.17405991976415,0.00150322654641811,0.005502156109648
"FNBP4",3011.48155774207,0.018020416007571,0.0588365895251183,3.17398720953877,0.00150360316507689,0.00550231351267208
"SMPD2",289.26414993684,-0.164807936236284,0.0964756127100145,-3.17376057134827,0.00150477764543574,0.00550538990820133
"WTH3DI",221.835785196656,-0.242751704270172,0.104302350307955,3.17339520858366,0.00150667280136865,0.00551058618818376
"ZNF771",264.83877114898,-0.172161446649101,0.10079074171871,-3.17335795368175,0.00150686616799301,0.00551058618818376
"SLC4A8",95.7545200828644,-0.693200781719747,0.125382770947082,-3.17162212516629,0.00151590114490992,0.00554239804544433
"PRDM11",164.116260077692,0.176338307928673,0.110265011633345,-3.17141506680306,0.00151698220731145,0.00554512135310011
"PTGIS",67.4019463288131,-0.46792094675692,0.128492585224554,3.17053355410177,0.00152159258283523,0.00555950962975221
"TAF4B",1239.53364407708,-0.0143898218972889,0.0669298000696777,3.17054541253625,0.00152153047681033,0.00555950962975221
"CPEB3",281.609217863179,-0.285263915035512,0.102373645423409,3.17034373127802,0.00152258705735513,0.00556191103808595
"ARHGEF4",126.935684352454,-0.0623299509687194,0.118072733369336,3.17016993749011,0.00152349808132563,0.00556355751840128
"LOC100288846",33.5749413130256,0.183199752777792,0.125980797214857,3.17006473960486,0.0015240497706989,0.00556355751840128
"STARD3NL",1582.4882617775,-0.123080430525571,0.0625854346159366,-3.17010263088546,0.00152385103621871,0.00556355751840128
"ADA",380.779079631561,-0.12123721442586,0.0959651554078809,3.16820528755207,0.00153383171933341,0.005598027560736
"UBIAD1",965.269501667756,0.159655965262423,0.0690998124965126,-3.16795157861194,0.00153517087042234,0.00560167547917605
"SNTA1",486.738460852603,-0.160679334200365,0.0885731339536052,3.16776680979654,0.00153614681265729,0.0056030405934057
